edad,ingreso_mensual,distancia_casa,anios_empresa,satisfaccion_laboral,nivel_cargo,horas_extra,num_empresas_previas,abandono
0.07142857142857145,0.03473041666666666,0.17857142857142855,0.9487179487179487,4,2,0,6,0
0.7857142857142856,0.31966083333333334,0.3214285714285714,1.0,3,3,0,2,0
0.6666666666666665,0.115255,0.5,0.07692307692307693,3,4,0,7,0
0.42857142857142855,0.0,0.6071428571428571,0.41025641025641024,1,5,0,5,0
0.42857142857142855,0.17526583333333334,0.14285714285714285,0.5384615384615384,4,1,0,4,0
0.857142857142857,0.22587604166666667,0.2142857142857143,0.5128205128205128,2,1,0,8,0
0.07142857142857145,0.3155558333333333,0.7142857142857143,1.0,2,2,0,1,0
0.6904761904761905,0.6075058333333333,0.03571428571428571,0.6666666666666666,4,4,0,2,0
0.19047619047619052,0.26239749999999995,0.42857142857142855,0.41025641025641024,3,4,1,8,0
0.09523809523809518,0.6881295833333334,0.7142857142857143,0.923076923076923,3,1,0,1,0
0.5238095238095237,0.2624520833333333,0.42857142857142855,0.7435897435897436,4,1,1,0,0
0.976190476190476,0.23338166666666668,0.0,0.7948717948717948,1,4,1,8,0
0.7380952380952379,0.0,0.14285714285714285,0.641025641025641,1,2,1,0,0
0.7619047619047619,0.4373970833333333,0.9999999999999999,0.05128205128205128,2,2,0,8,1
0.7142857142857142,0.13501833333333332,0.7857142857142857,0.9743589743589743,2,1,0,8,1
0.7857142857142856,0.10784541666666667,0.35714285714285715,0.717948717948718,3,1,0,8,1
0.5238095238095237,0.46939749999999997,0.8928571428571428,0.1282051282051282,3,1,1,0,1
0.11904761904761901,0.4463333333333333,0.0,0.2564102564102564,3,3,1,2,0
0.857142857142857,0.44142624999999996,0.03571428571428571,0.3333333333333333,4,3,0,1,0
0.4523809523809524,0.16125583333333335,0.8928571428571428,0.2564102564102564,2,2,1,7,1
0.49999999999999994,0.21960875,0.6785714285714285,0.6153846153846154,1,3,0,2,1
0.35714285714285715,0.2179441666666667,0.6071428571428571,0.5384615384615384,2,1,0,2,0
0.16666666666666669,0.37588874999999994,0.3214285714285714,0.20512820512820512,4,1,0,5,1
0.9285714285714284,0.52046,0.8214285714285714,0.6923076923076923,3,1,0,6,0
0.7857142857142856,0.29819416666666665,0.6071428571428571,0.28205128205128205,4,1,0,4,0
0.6428571428571428,0.59945875,0.42857142857142855,0.15384615384615385,4,5,0,1,0
0.4047619047619047,0.3973904166666667,0.39285714285714285,0.9743589743589743,4,1,0,4,0
0.8333333333333333,0.18514166666666665,0.35714285714285715,0.3076923076923077,4,1,0,4,0
0.5476190476190477,0.38455,0.5714285714285714,0.23076923076923075,3,3,0,5,0
0.4523809523809524,0.5490304166666666,0.6785714285714285,0.717948717948718,4,2,1,9,0
0.4523809523809524,0.6038458333333333,0.8214285714285714,0.7692307692307692,3,1,1,3,0
0.21428571428571425,0.45170875,0.39285714285714285,0.15384615384615385,2,1,0,0,0
0.07142857142857145,0.23398083333333333,0.25,0.05128205128205128,2,1,0,1,0
0.5476190476190477,0.18853666666666669,0.5714285714285714,0.8461538461538461,4,1,0,1,0
0.9047619047619047,0.33717958333333325,0.5714285714285714,0.5128205128205128,2,3,0,8,0
0.047619047619047616,0.5430370833333333,0.2857142857142857,0.4615384615384615,4,2,1,6,1
0.857142857142857,0.31049833333333327,0.07142857142857142,0.41025641025641024,4,1,0,2,1
0.8333333333333333,0.31439124999999996,0.3214285714285714,0.5897435897435898,2,3,0,7,0
0.2619047619047619,0.23880375,0.07142857142857142,0.6666666666666666,2,1,0,9,0
0.6428571428571428,0.16768708333333332,0.07142857142857142,0.07692307692307693,2,2,1,4,0
0.16666666666666669,0.19876625,0.5,0.2564102564102564,3,1,0,7,0
0.7619047619047619,0.2545591666666666,0.7857142857142857,0.9743589743589743,3,1,1,7,0
0.7142857142857142,0.5513104166666667,0.03571428571428571,0.15384615384615385,2,2,0,2,0
